
THERMOK with Fe+2            switched with FeOH+          


THERMOK with H4SiO4          switched with HSiO3-


THERMOK with HCO3-           switched with CO3-2


THERMOK with Al+3            switched with AlO2-


THERMOK with O2(aq)          switched with H2(aq)

The file format of this thermodynamic database is suitable for TOUGHREACT
Created from the XML, Bdd date : Monday, January 01, 0001
Generated by ThermoBridge 1.0.0.8 (2010) 12/15/2011 2:44:09 PM
Corrections to Philippe Blanc at p.blanc@brgm.fr
(85 primary species, 84 secondary species, 816 other aquous species, 703 mineral species, 22 gaz species)

!end-of-header     Do not remove this record!
'temperature points'           8    0.0   25.0   60.0  100.0  150.0  200.0  250.0  300.0
'H2O'                           3.41  0.00     18.015
'H+'                            9.00  1.00      1.008
'AlO2-'                            3.60 -1.00     58.980   !switched
'Ar'                            3.41  0.00     39.948
'B(OH)3'                        3.41  0.00     61.833
'Ba+2'                          5.50  2.00    137.340
'Be+2'                          8.10  2.00      9.012
'Bi+3'                          8.22  3.00    208.980
'Ca+2'                          6.20  2.00     40.078
'Cd+2'                          6.10  2.00    112.410
'Cs+'                           2.40  1.00    132.905
'F-'                            4.30 -1.00     18.998
'Fr+'                           4.11  1.00    223.020
'Ga+3'                          4.50  3.00     69.723
'Ge(OH)4'                       3.41  0.00    140.639
'HSiO3-'                           3.60 -1.00     77.092   !switched
'He'                            3.41  0.00      4.003
'Hf+4'                         11.63  4.00    178.490
'In+3'                          9.00  3.00    114.820
'K+'                            3.10  1.00     39.098
'Kr'                            3.41  0.00     83.800
'Li+'                           5.40  1.00      6.941
'Mg+2'                          6.50  2.00     24.305
'MoO4-2'                        4.70 -2.00    159.938
'Na+'                           4.20  1.00     22.990
'NbO3-'                         3.61 -1.00    140.905
'Ne'                            3.41  0.00     20.180
'Ni+2'                          6.20  2.00     58.693
'Pb+2'                          5.20  2.00    207.200
'Pd+2'                          5.72  2.00    106.420
'Pt+2'                          5.72  2.00    195.080
'Ra+2'                          5.50  2.00    226.025
'Rb+'                           2.40  1.00     85.468
'ReO4-'                         3.61 -1.00    250.268
'Rn'                            3.41  0.00    222.018
'Sb(OH)3'                       3.41  0.00    172.782
'Sc+3'                          8.50  3.00     44.956
'Sn+2'                          6.20  2.00    118.710
'Sr+2'                          5.60  2.00     87.620
'TcO4-'                         3.61 -1.00    161.905
'Th+4'                         10.30  4.00    232.038
'Ti(OH)4'                       3.41  0.00    115.899
